cart_id,customer_id,created_at,cart_total,status
CART-75863436,CUST-1488,2025-08-07,1558.37,abandoned
CART-00688481,CUST-5349,2025-04-18,551.99,abandoned
CART-96365728,GUEST-100475,2024-12-25,493.99,abandoned
CART-87499519,GUEST-100773,2025-05-20,2006.57,abandoned
CART-13391856,GUEST-102607,2025-08-12,881.21,abandoned
CART-66572363,CUST-4489,2025-07-09,404.86,abandoned
CART-06024310,GUEST-102375,2024-08-31,6.0,abandoned
CART-27765370,GUEST-101936,2025-03-08,127.52,abandoned
CART-17746980,CUST-2170,2024-09-11,3234.76,abandoned
CART-35589378,CUST-3266,2025-05-11,867.61,converted
CART-73814364,GUEST-100515,2024-09-12,497.8,abandoned
CART-41065669,CUST-4576,2024-10-16,913.74,abandoned
CART-98834740,CUST-4571,2025-03-27,881.37,abandoned
CART-89073196,CUST-3626,2025-01-26,2164.63,abandoned
CART-08772994,GUEST-103226,2024-09-13,1133.97,abandoned
CART-92702624,GUEST-102010,2025-01-30,1807.61,abandoned
CART-26628269,GUEST-102390,2025-07-19,1582.5,abandoned
CART-89232372,GUEST-101510,2024-08-25,946.11,abandoned
CART-83822895,CUST-4287,2025-04-12,1524.32,converted
CART-72099080,GUEST-101633,2024-10-08,2172.4,abandoned
CART-18666183,CUST-7464,2024-12-18,2415.83,abandoned
CART-49286832,GUEST-100691,2024-11-04,605.91,abandoned
CART-91543540,CUST-4182,2025-07-14,2543.04,abandoned
CART-56491724,GUEST-103833,2024-09-21,1320.02,abandoned
CART-35296979,CUST-6079,2024-09-17,1970.9,abandoned
CART-46317237,GUEST-101836,2025-03-12,1059.56,abandoned
CART-53878226,GUEST-101217,2025-04-23,1119.73,abandoned
CART-60479694,GUEST-102195,2024-09-15,55.38,abandoned
CART-20453186,CUST-4420,2024-10-30,1229.83,abandoned
CART-53186259,CUST-3254,2025-04-10,194.53,abandoned
CART-46677929,CUST-5900,2025-06-16,761.51,abandoned
CART-01560794,CUST-2959,2025-06-07,469.73,abandoned
CART-09637684,CUST-7233,2025-07-25,2113.93,abandoned
CART-47255391,GUEST-100244,2025-07-21,1331.96,abandoned
CART-06422343,GUEST-102164,2024-10-01,229.08,abandoned
CART-22785260,CUST-3736,2025-07-05,87.12,abandoned
CART-28899928,GUEST-100217,2024-11-16,151.43,abandoned
CART-17143557,CUST-3378,2024-09-17,575.21,converted
CART-51711533,CUST-3651,2025-05-07,2840.3,abandoned
CART-73319030,CUST-3689,2024-12-15,952.46,abandoned
CART-58186011,CUST-1588,2025-01-21,3662.92,abandoned
CART-97556010,GUEST-103323,2025-06-04,525.43,abandoned
CART-72472395,GUEST-101907,2024-11-24,1892.33,abandoned
CART-09015629,GUEST-102843,2025-07-21,560.23,abandoned
CART-51693544,CUST-1773,2025-08-06,6477.67,abandoned
CART-20608726,GUEST-102065,2025-02-25,747.25,abandoned
CART-40332870,CUST-2497,2025-04-17,1554.87,abandoned
CART-49461802,GUEST-101696,2024-10-23,1541.3,abandoned
CART-86573228,CUST-4400,2024-09-02,4419.33,abandoned
CART-56670214,GUEST-102327,2024-11-25,1678.33,abandoned
CART-72747746,CUST-3146,2024-10-01,887.89,abandoned
CART-77679746,GUEST-102867,2025-01-28,2141.74,converted
CART-08945464,CUST-2238,2024-08-24,1809.46,converted
CART-25687305,CUST-2287,2024-11-21,171.34,abandoned
CART-50569084,CUST-5230,2025-08-19,2694.1,abandoned
CART-96895740,GUEST-101501,2025-02-14,211.12,abandoned
CART-16886873,CUST-3241,2024-09-28,689.87,abandoned
CART-71557779,CUST-6362,2025-03-20,818.6,converted
CART-49509239,GUEST-102160,2024-10-25,212.06,abandoned
CART-47049883,CUST-3836,2025-08-15,100.28,abandoned
CART-28602051,CUST-4537,2025-02-18,1670.42,abandoned
CART-22926961,GUEST-102468,2025-02-08,1474.17,abandoned
CART-75262226,GUEST-100466,2024-10-13,1563.02,abandoned
CART-47977192,CUST-3479,2025-01-09,623.44,abandoned
CART-26789388,CUST-1996,2024-12-17,910.42,abandoned
CART-37377096,CUST-4241,2024-09-15,1423.49,abandoned
CART-26354388,GUEST-100081,2024-08-31,343.33,abandoned
CART-05739951,CUST-5153,2025-05-15,959.95,abandoned
CART-65695022,GUEST-101753,2025-04-16,2064.84,abandoned
CART-63629960,CUST-1912,2025-07-14,1722.7,abandoned
CART-73240794,GUEST-102628,2025-06-18,805.08,abandoned
CART-50451028,CUST-5973,2025-07-23,784.27,abandoned
CART-27475167,CUST-3735,2025-02-19,280.45,converted
CART-55856550,CUST-4875,2025-07-06,502.25,abandoned
CART-61299022,GUEST-102045,2025-04-24,2298.04,abandoned
CART-92016509,CUST-3617,2024-09-08,1292.94,converted
CART-95844442,CUST-4032,2024-11-10,6320.03,converted
CART-08719079,CUST-5419,2025-03-06,1425.81,converted
CART-58167162,CUST-5461,2024-12-30,1267.44,abandoned
CART-31167020,CUST-5013,2025-06-30,541.42,abandoned
CART-33522568,GUEST-103194,2025-07-22,1623.14,abandoned
CART-18803290,GUEST-100771,2025-02-15,1133.05,abandoned
CART-97800941,CUST-6873,2025-03-10,5612.89,abandoned
CART-44426107,CUST-3170,2024-09-20,2068.33,abandoned
CART-93756456,GUEST-101796,2025-06-30,2097.3,abandoned
CART-44459519,GUEST-100304,2025-07-04,1362.24,abandoned
CART-47128188,CUST-4087,2024-09-13,641.32,abandoned
CART-25542748,CUST-6299,2024-09-21,110.25,abandoned
CART-42712954,GUEST-100659,2025-06-09,1787.35,abandoned
CART-24751736,GUEST-103610,2025-04-30,272.62,abandoned
CART-46467317,GUEST-101719,2024-11-29,727.32,abandoned
CART-14736039,CUST-2896,2025-07-14,403.2,abandoned
CART-14863717,CUST-5277,2025-04-16,181.16,abandoned
CART-37225917,GUEST-101257,2025-02-26,984.08,abandoned
CART-80651525,CUST-5105,2025-05-18,507.18,abandoned
CART-40121225,CUST-6968,2024-11-09,1287.36,converted
CART-50531575,CUST-4631,2024-11-24,4055.91,abandoned
CART-38932739,CUST-2415,2025-08-21,863.78,abandoned
CART-71659306,GUEST-100649,2025-03-10,2019.58,abandoned
CART-59089059,CUST-3570,2024-12-27,1097.5,abandoned
CART-32688516,CUST-5715,2025-08-13,1209.37,converted
CART-13888459,GUEST-100837,2025-04-05,254.31,abandoned
CART-37845965,GUEST-100169,2025-05-25,1178.5,abandoned
CART-86022282,CUST-5974,2025-04-17,667.93,abandoned
CART-83526636,GUEST-102825,2025-01-14,858.52,abandoned
CART-87890338,CUST-4942,2025-07-12,1244.15,abandoned
CART-15457784,CUST-1648,2025-04-23,201.38,abandoned
CART-97991193,GUEST-101244,2025-03-07,748.34,abandoned
CART-15419133,CUST-4574,2025-04-21,1940.98,abandoned
CART-50651916,GUEST-100794,2024-10-29,1101.07,abandoned
CART-01379971,GUEST-102978,2024-08-30,741.1,abandoned
CART-75609221,GUEST-102492,2025-06-21,676.2,abandoned
CART-06801403,GUEST-101763,2024-12-14,462.96,abandoned
CART-17571873,GUEST-100466,2025-02-16,935.1,abandoned
CART-30896543,GUEST-101555,2024-11-04,1644.19,abandoned
CART-10427675,GUEST-102749,2025-04-10,2551.71,abandoned
CART-11441841,CUST-2234,2025-06-17,609.66,abandoned
CART-31477244,CUST-2908,2025-05-10,1290.14,abandoned
CART-24660293,GUEST-103314,2025-07-18,1308.53,abandoned
CART-92075805,GUEST-102398,2024-09-04,2538.83,converted
CART-21629016,GUEST-101000,2025-03-03,1044.51,abandoned
CART-20127313,GUEST-103472,2024-09-04,927.26,abandoned
CART-29202593,CUST-6195,2024-12-29,594.02,abandoned
CART-04838704,GUEST-102612,2024-09-15,2543.09,abandoned
CART-21495054,CUST-4706,2025-07-08,1073.12,abandoned
CART-17575975,GUEST-102599,2024-12-25,283.82,abandoned
CART-17159157,CUST-3640,2024-09-14,390.81,abandoned
CART-27982299,GUEST-100673,2024-10-10,974.79,abandoned
CART-21918150,CUST-3358,2025-06-18,3265.12,abandoned
CART-13140892,GUEST-102377,2025-02-14,746.15,converted
CART-38685282,CUST-6533,2024-09-13,1748.21,abandoned
CART-83019236,CUST-4487,2025-02-20,1881.74,abandoned
CART-39081755,GUEST-101595,2025-05-11,996.04,abandoned
CART-09008853,CUST-6815,2024-10-13,241.38,abandoned
CART-16491461,CUST-6212,2025-02-12,2582.74,abandoned
CART-17228982,CUST-3917,2025-01-16,2087.1,abandoned
CART-62625573,CUST-3654,2025-05-04,2649.84,abandoned
CART-79771360,CUST-4139,2025-02-05,1409.22,converted
CART-36993259,CUST-3050,2025-07-14,1121.07,abandoned
CART-83774473,CUST-4265,2024-10-08,653.26,abandoned
CART-10775759,CUST-5174,2025-03-19,1280.82,converted
CART-62756438,CUST-3350,2025-06-11,237.34,abandoned
CART-47235282,GUEST-102034,2024-10-14,714.71,abandoned
CART-82343158,GUEST-101734,2024-09-22,1196.01,abandoned
CART-22991499,GUEST-101101,2025-05-31,858.01,abandoned
CART-78036357,CUST-5662,2024-10-19,1214.14,abandoned
CART-03695844,GUEST-100676,2025-06-29,2595.94,abandoned
CART-25405918,GUEST-100463,2024-11-16,124.93,abandoned
CART-83518790,CUST-4568,2024-11-25,390.84,abandoned
CART-28964967,GUEST-100049,2025-03-28,1426.23,abandoned
CART-13543709,CUST-5771,2025-02-05,498.67,abandoned
CART-54626196,CUST-4671,2024-09-21,290.12,abandoned
CART-76680614,GUEST-102629,2024-10-01,1065.82,abandoned
CART-63642076,CUST-4110,2025-05-10,5287.44,converted
CART-19892560,CUST-5882,2025-03-15,417.5,abandoned
CART-46970607,GUEST-101215,2024-09-22,166.14,abandoned
CART-65041544,CUST-6569,2025-02-23,5647.46,abandoned
CART-20972708,CUST-2212,2025-01-08,1943.58,abandoned
CART-84585422,CUST-5077,2025-01-31,2867.07,abandoned
CART-01807778,CUST-5940,2025-07-01,1038.43,converted
CART-65958208,CUST-6878,2024-12-05,371.41,abandoned
CART-00841940,CUST-1875,2025-01-06,1868.07,abandoned
CART-31885079,CUST-2057,2025-02-09,277.7,abandoned
CART-64479034,CUST-6343,2024-09-12,1683.49,abandoned
CART-66377714,GUEST-103719,2025-04-02,439.38,abandoned
CART-12624721,CUST-3362,2025-04-03,408.98,abandoned
CART-57643604,CUST-4117,2025-01-09,1519.88,converted
CART-93819402,CUST-6770,2025-01-04,295.34,abandoned
CART-74650413,GUEST-100432,2024-11-28,1340.78,abandoned
CART-96081849,GUEST-100772,2025-04-29,424.12,abandoned
CART-54038102,GUEST-102040,2025-08-04,1931.94,abandoned
CART-33049949,CUST-2232,2024-12-06,822.99,converted
CART-02394479,CUST-2133,2025-04-19,1601.15,abandoned
CART-97449064,CUST-6521,2024-11-29,2152.8,abandoned
CART-81264829,GUEST-100412,2025-07-27,1829.37,abandoned
CART-91573160,CUST-3734,2025-04-11,1196.07,abandoned
CART-34403074,CUST-4883,2025-03-31,807.76,abandoned
CART-55428589,GUEST-100351,2024-08-31,412.44,abandoned
CART-03751267,GUEST-101115,2024-09-10,100.15,abandoned
CART-14286693,GUEST-102806,2025-06-17,841.1,abandoned
CART-24262308,CUST-6530,2024-11-20,882.86,abandoned
CART-97606878,GUEST-103296,2025-01-15,2181.49,abandoned
CART-17688458,CUST-5579,2025-01-05,656.48,converted
CART-78569240,CUST-4482,2025-02-26,1774.11,abandoned
CART-53490487,CUST-3822,2025-06-26,2343.52,abandoned
CART-05637862,GUEST-100696,2025-06-27,1934.24,abandoned
CART-35954199,GUEST-102806,2024-10-14,95.58,converted
CART-75264606,GUEST-100078,2025-01-15,1338.94,abandoned
CART-36978026,CUST-5414,2025-05-18,1414.14,abandoned
CART-41907570,GUEST-103487,2025-07-14,1084.25,abandoned
CART-01133591,GUEST-102407,2025-03-04,722.02,abandoned
CART-41610936,CUST-7458,2025-02-25,1539.17,abandoned
CART-78977797,CUST-7221,2025-03-04,95.5,abandoned
CART-37724162,CUST-4727,2024-11-25,1168.0,abandoned
CART-22412406,CUST-4026,2025-08-08,3360.6,abandoned
CART-39731868,CUST-4641,2024-12-17,271.58,abandoned
CART-99851887,GUEST-101364,2025-03-17,1178.56,abandoned
CART-35231573,GUEST-101173,2024-12-29,93.24,converted
CART-58048408,CUST-6362,2025-03-11,34.74,abandoned
CART-30110147,CUST-3120,2025-02-14,1015.05,abandoned
CART-62562609,CUST-2273,2025-02-08,3377.76,abandoned
CART-04301894,CUST-3754,2025-07-09,1026.57,abandoned
CART-13875294,CUST-2777,2025-01-03,35.56,abandoned
CART-36812994,CUST-6362,2025-03-17,1357.17,converted
CART-11672194,CUST-4103,2025-03-18,1259.84,abandoned
CART-51834951,GUEST-100942,2025-02-14,932.34,abandoned
CART-17638869,GUEST-102614,2025-02-15,614.21,abandoned
CART-11089907,CUST-6083,2025-07-31,1113.87,abandoned
CART-43256721,GUEST-103521,2024-10-11,1830.89,abandoned
CART-13247430,CUST-3376,2025-05-14,594.84,abandoned
CART-57069058,CUST-2333,2025-07-10,835.54,abandoned
CART-62621280,CUST-4021,2025-06-04,657.95,abandoned
CART-62451856,CUST-4825,2025-04-19,131.76,abandoned
CART-48627256,CUST-6454,2025-02-02,1669.24,abandoned
CART-77503878,CUST-3057,2025-01-26,1558.91,abandoned
CART-34314570,GUEST-100060,2025-03-26,1285.23,abandoned
CART-23892989,GUEST-100866,2025-05-01,1088.2,abandoned
CART-31026996,GUEST-100474,2024-10-16,928.52,converted
CART-48790334,CUST-7454,2024-10-04,461.01,abandoned
CART-85569228,CUST-5523,2025-03-11,829.15,abandoned
CART-71239174,CUST-2186,2025-02-04,979.47,converted
CART-66429951,CUST-6629,2025-07-10,998.23,abandoned
CART-30456687,CUST-6629,2025-07-12,1655.01,abandoned
CART-10078516,GUEST-103246,2025-02-18,2873.37,abandoned
CART-00530054,CUST-3713,2024-12-25,1002.48,abandoned
CART-70339563,CUST-5082,2024-09-29,350.01,abandoned
CART-81738793,GUEST-101468,2024-12-28,1825.4,abandoned
CART-58361407,CUST-1861,2025-03-16,842.72,abandoned
CART-43192046,CUST-5450,2024-12-22,182.82,abandoned
CART-48294123,GUEST-102148,2025-02-22,2356.52,abandoned
CART-88984004,CUST-6669,2025-03-09,226.86,abandoned
CART-91448411,GUEST-103321,2025-03-20,780.25,abandoned
CART-80320889,GUEST-100747,2024-11-22,929.53,abandoned
CART-36281730,CUST-3850,2025-01-08,470.4,abandoned
CART-88753619,GUEST-101522,2025-03-10,614.51,abandoned
CART-01636856,CUST-4983,2024-12-05,848.8,abandoned
CART-86549774,CUST-4887,2025-07-20,1329.71,abandoned
CART-27508921,CUST-5048,2025-03-13,217.12,abandoned
CART-10101239,CUST-3209,2025-03-30,133.99,abandoned
CART-93461283,CUST-4726,2025-03-07,5449.22,abandoned
CART-63676209,CUST-5197,2025-02-20,6280.31,abandoned
CART-26713474,CUST-7050,2024-12-26,1196.84,abandoned
CART-90922012,GUEST-100437,2025-08-05,514.41,abandoned
CART-91784423,CUST-2158,2024-10-05,2236.82,converted
CART-98326118,CUST-2764,2025-04-27,519.87,abandoned
CART-35530239,CUST-6017,2025-06-11,619.41,abandoned
CART-39260788,CUST-3550,2025-04-30,804.37,abandoned
CART-09600408,GUEST-102486,2024-10-22,1078.82,abandoned
CART-37015141,CUST-3610,2024-09-22,727.47,abandoned
CART-37953874,CUST-4866,2024-10-19,5345.67,converted
CART-85285954,CUST-3609,2025-06-23,405.97,abandoned
CART-29926061,CUST-2853,2025-04-10,6369.88,abandoned
CART-25019075,CUST-3043,2025-02-02,362.75,abandoned
CART-55071134,CUST-5870,2025-02-21,470.8,abandoned
CART-98986510,GUEST-101118,2025-01-22,933.64,abandoned
CART-48986080,GUEST-103964,2025-05-24,554.4,abandoned
CART-89897924,GUEST-103241,2025-05-14,930.71,converted
CART-92805284,CUST-3709,2025-03-15,2387.0,abandoned
CART-38108882,CUST-7406,2025-02-09,3142.71,converted
CART-14459059,GUEST-103938,2025-07-22,2337.18,abandoned
CART-30339507,CUST-5858,2025-07-11,562.17,abandoned
CART-30452673,GUEST-102539,2025-05-13,464.08,abandoned
CART-27816536,CUST-6247,2024-09-14,1213.15,abandoned
CART-80094860,CUST-2604,2025-06-06,8629.37,abandoned
CART-94905912,CUST-7314,2025-03-09,804.12,abandoned
CART-72039427,CUST-2210,2025-03-02,395.91,converted
CART-62553899,GUEST-101707,2025-07-04,1850.73,abandoned
CART-06419291,GUEST-103196,2024-11-14,2023.24,abandoned
CART-73278548,CUST-1623,2025-04-12,308.61,abandoned
CART-68199364,CUST-6477,2025-05-18,139.86,abandoned
CART-23494765,GUEST-103956,2024-10-31,209.19,abandoned
CART-97093837,CUST-1809,2024-10-13,2119.54,abandoned
CART-28459272,GUEST-101488,2024-12-20,1034.97,abandoned
CART-27160219,GUEST-100525,2024-12-04,897.98,abandoned
CART-66748102,CUST-4505,2024-12-25,334.26,abandoned
CART-06773674,GUEST-103959,2025-03-31,2198.67,abandoned
CART-77765409,CUST-6370,2025-02-27,781.56,converted
CART-55606407,GUEST-101438,2024-12-01,151.04,abandoned
CART-22682676,GUEST-102747,2024-09-09,879.96,abandoned
CART-01596002,CUST-6133,2025-05-29,2012.9,abandoned
CART-15403910,CUST-5478,2025-02-21,393.29,abandoned
CART-47357223,CUST-2583,2024-10-22,4297.86,abandoned
CART-95718689,CUST-1750,2025-05-12,2625.41,abandoned
CART-51866382,GUEST-101881,2025-06-13,802.21,converted
CART-60187095,CUST-4217,2025-01-31,3685.38,abandoned
CART-63726970,GUEST-102069,2025-06-30,554.96,abandoned
CART-28146306,CUST-1644,2024-09-18,846.8,abandoned
CART-58308406,CUST-3506,2025-07-28,1177.56,abandoned
CART-25001178,GUEST-101725,2024-08-26,225.02,abandoned
CART-71124389,CUST-3295,2025-07-12,2351.3,abandoned
CART-65454159,CUST-6597,2024-09-28,1294.24,abandoned
CART-68452765,CUST-6756,2025-02-26,2947.6,abandoned
CART-96425147,CUST-6040,2024-10-22,193.0,abandoned
CART-74451875,GUEST-102006,2025-05-11,228.67,abandoned
CART-48771967,CUST-4016,2025-07-08,445.38,abandoned
CART-42359102,CUST-2178,2024-10-07,4942.04,abandoned
CART-98547339,GUEST-102347,2024-08-26,2183.29,abandoned
CART-58779896,GUEST-101168,2024-09-16,146.62,abandoned
CART-21938293,GUEST-100874,2025-06-14,762.53,abandoned
CART-55885989,CUST-3933,2025-05-03,1234.65,abandoned
CART-60376093,GUEST-102366,2025-04-04,925.02,abandoned
CART-59690047,GUEST-102750,2025-04-21,2730.95,abandoned
CART-41209277,CUST-6710,2024-12-18,2950.8,abandoned
CART-00663825,CUST-2695,2024-12-02,230.87,abandoned
CART-81461949,CUST-3883,2025-04-23,826.91,abandoned
CART-26757041,CUST-5002,2025-01-05,638.42,abandoned
CART-49064541,GUEST-101310,2024-11-26,906.55,abandoned
CART-42079935,CUST-1962,2024-11-23,621.63,abandoned
CART-00047808,CUST-7055,2025-04-15,1821.95,abandoned
CART-46384053,CUST-3960,2024-11-29,593.11,converted
CART-80471818,CUST-7163,2025-04-09,2632.79,abandoned
CART-36510091,CUST-1982,2025-05-29,2018.02,abandoned
CART-56299668,CUST-5418,2025-03-12,2549.57,abandoned
CART-95553633,GUEST-101490,2025-01-19,972.13,abandoned
CART-83773277,CUST-7408,2025-02-12,929.63,abandoned
CART-17917407,GUEST-100726,2024-09-23,1707.14,abandoned
CART-70588587,CUST-1914,2025-06-11,220.3,abandoned
CART-35375802,GUEST-100618,2025-07-19,628.04,abandoned
CART-26440326,CUST-3356,2025-07-15,5335.88,converted
CART-93136173,CUST-3733,2024-12-17,246.21,abandoned
CART-26108424,CUST-2470,2024-10-25,4446.86,abandoned
CART-33545673,CUST-1964,2025-07-25,2492.08,abandoned
CART-65072969,GUEST-102936,2024-10-11,823.18,abandoned
CART-91899626,GUEST-102657,2025-02-28,1774.13,abandoned
CART-97348997,GUEST-102736,2025-05-24,1042.62,abandoned
CART-63525338,GUEST-101776,2025-01-03,854.04,abandoned
CART-47361927,GUEST-101041,2025-07-08,730.99,abandoned
CART-65024176,CUST-2727,2025-02-26,393.69,abandoned
CART-20366272,CUST-6430,2025-01-02,1008.7,abandoned
CART-04908093,CUST-3885,2025-05-29,969.09,abandoned
CART-11270557,CUST-4985,2025-07-19,1937.74,abandoned
CART-71872887,CUST-7301,2025-08-05,720.63,abandoned
CART-64495672,GUEST-101181,2025-07-16,1011.62,abandoned
CART-58539392,CUST-5021,2025-04-29,1429.05,abandoned
CART-91424893,CUST-2348,2025-08-14,989.52,abandoned
CART-28371503,CUST-4168,2024-10-08,1374.85,abandoned
CART-97347269,CUST-7074,2024-10-20,2989.88,abandoned
CART-03031328,CUST-3130,2024-11-06,2130.31,abandoned
CART-16787510,CUST-2481,2025-01-14,2670.15,abandoned
CART-65173941,GUEST-103968,2025-01-09,263.92,abandoned
CART-54109459,GUEST-101893,2024-12-31,295.73,abandoned
CART-28818806,CUST-4828,2024-12-14,839.08,abandoned
CART-97672549,CUST-4221,2025-06-30,1693.14,abandoned
CART-28222209,GUEST-103538,2025-08-05,548.1,abandoned
CART-18899613,CUST-4304,2025-01-30,483.26,abandoned
CART-14760970,CUST-5712,2025-02-26,1405.29,abandoned
CART-96287800,CUST-3938,2024-10-07,544.32,converted
CART-15616338,GUEST-102144,2024-11-18,851.65,abandoned
CART-34421098,CUST-3826,2024-09-03,1820.4,abandoned
CART-71826390,CUST-6648,2024-08-31,537.28,abandoned
CART-58755166,GUEST-101193,2024-08-31,1582.26,abandoned
CART-12385644,CUST-4203,2025-07-14,1773.62,abandoned
CART-95755930,CUST-3054,2024-10-22,11.23,abandoned
CART-80978997,CUST-7256,2024-10-12,1494.65,abandoned
CART-39885598,GUEST-100019,2025-01-17,264.77,converted
CART-17292877,CUST-5487,2024-12-12,808.54,abandoned
CART-19505608,CUST-4028,2025-08-19,1405.77,abandoned
CART-26896273,CUST-3615,2025-08-08,175.4,converted
CART-49985416,GUEST-100914,2025-01-01,2233.15,abandoned
CART-11617604,CUST-2743,2025-06-04,838.74,abandoned
CART-42349699,CUST-3562,2025-06-16,863.9,abandoned
CART-86764404,GUEST-100775,2024-10-31,1445.57,abandoned
CART-76404506,CUST-5745,2025-04-18,1237.72,abandoned
CART-01830434,CUST-1936,2025-02-08,557.86,abandoned
CART-04388952,CUST-5000,2025-02-04,2265.83,abandoned
CART-92306349,CUST-1737,2025-06-11,1901.68,abandoned
CART-77945542,CUST-3273,2025-05-12,1875.15,abandoned
CART-22249719,GUEST-101589,2024-12-13,1800.81,abandoned
CART-68409704,CUST-1795,2024-12-12,472.82,converted
CART-69786866,CUST-5287,2025-08-02,233.32,converted
CART-28319907,GUEST-100360,2024-09-22,946.3,abandoned
CART-22468008,GUEST-101520,2025-03-20,1794.32,converted
CART-24515545,CUST-1933,2025-06-24,1251.04,abandoned
CART-30384341,GUEST-102789,2025-07-19,1363.91,converted
CART-63145760,GUEST-103270,2025-04-04,1896.56,abandoned
CART-49281967,CUST-5584,2024-09-19,778.62,abandoned
CART-35399850,GUEST-100428,2025-02-14,1080.4,abandoned
CART-08411231,GUEST-103625,2025-03-30,1325.31,abandoned
CART-40627709,CUST-5714,2024-11-14,847.4,abandoned
CART-46536728,GUEST-103008,2025-01-06,1244.93,abandoned
CART-13659631,GUEST-103224,2024-10-10,172.84,abandoned
CART-60919015,GUEST-102442,2025-07-11,1311.91,abandoned
CART-23550792,GUEST-100905,2025-01-16,1775.78,abandoned
CART-30284169,CUST-6597,2024-10-04,2034.06,abandoned
CART-33661356,CUST-2766,2025-07-26,2699.96,abandoned
CART-91947666,CUST-3132,2025-04-24,107.24,abandoned
CART-26365888,CUST-6302,2025-06-02,3255.49,abandoned
CART-08124706,CUST-5660,2024-12-01,2286.3,abandoned
CART-87516968,CUST-4150,2024-09-04,5972.05,abandoned
CART-05673341,CUST-3243,2025-04-25,2086.42,abandoned
CART-38178743,GUEST-100550,2025-02-08,519.9,abandoned
CART-54009757,GUEST-103740,2025-01-27,1329.52,abandoned
CART-87257797,GUEST-101108,2025-04-04,1118.79,abandoned
CART-83468239,CUST-4093,2024-12-23,3042.01,abandoned
CART-13451738,CUST-6256,2025-06-27,151.36,converted
CART-17214310,CUST-4062,2025-01-11,1180.51,abandoned
CART-76914390,CUST-6371,2024-10-11,1102.89,abandoned
CART-81454774,GUEST-101863,2025-04-06,253.62,abandoned
CART-42933142,GUEST-102706,2024-10-27,533.1,abandoned
CART-23807617,CUST-3129,2025-02-13,484.73,abandoned
CART-56646985,CUST-6749,2024-09-06,1860.7,abandoned
CART-22720487,CUST-1671,2025-01-07,261.14,abandoned
CART-79673339,CUST-5285,2025-04-30,81.12,abandoned
CART-71882279,CUST-1868,2024-11-13,204.63,converted
CART-77214831,GUEST-103059,2025-02-15,1437.17,abandoned
CART-31305653,GUEST-103240,2024-12-08,1310.73,abandoned
CART-93681892,CUST-3563,2025-06-02,777.25,abandoned
CART-07466090,CUST-6110,2025-05-17,2063.98,abandoned
CART-87971014,CUST-4663,2025-05-29,1956.29,abandoned
CART-79982207,CUST-3190,2025-06-04,906.65,abandoned
CART-72370309,CUST-6952,2025-06-22,2548.99,abandoned
CART-18044112,GUEST-101395,2024-08-30,106.68,abandoned
CART-42625675,CUST-7362,2025-08-02,627.04,abandoned
CART-85536540,GUEST-101020,2025-02-21,321.09,abandoned
CART-82549762,CUST-5212,2024-09-20,909.59,abandoned
CART-34772920,CUST-3416,2025-07-14,1046.1,converted
CART-54864629,GUEST-102275,2025-07-06,659.62,abandoned
CART-39300229,CUST-7193,2024-09-24,1359.28,abandoned
CART-98071373,CUST-7245,2025-06-30,386.68,abandoned
CART-54732897,GUEST-102489,2025-07-11,319.46,abandoned
CART-03345336,CUST-5052,2025-01-04,292.0,abandoned
CART-16803831,CUST-6080,2025-08-10,656.21,abandoned
CART-69058214,GUEST-100468,2025-05-09,1743.89,abandoned
CART-39257243,CUST-6257,2025-08-15,1502.64,abandoned
CART-66591821,GUEST-103030,2024-10-18,204.67,abandoned
CART-17480142,CUST-2903,2025-07-30,3173.51,abandoned
CART-83690485,CUST-2774,2024-10-24,474.38,abandoned
CART-06127297,CUST-7125,2025-07-14,313.54,abandoned
CART-45551302,CUST-5363,2025-02-06,823.56,abandoned
CART-67251672,CUST-6785,2024-12-05,466.64,abandoned
CART-30762795,GUEST-100761,2024-09-20,997.69,abandoned
CART-61658489,CUST-6556,2024-09-30,869.46,abandoned
CART-24046165,CUST-1648,2025-04-11,694.3,abandoned
CART-72233393,GUEST-101348,2025-04-04,2106.13,abandoned
CART-68588384,CUST-2541,2025-03-30,1696.74,converted
CART-45801355,CUST-1816,2025-07-27,1549.43,abandoned
CART-10382682,CUST-2319,2025-04-24,51.08,abandoned
CART-28488395,GUEST-102953,2025-03-02,981.17,abandoned
CART-70306294,GUEST-100975,2025-03-14,148.12,abandoned
CART-84849707,CUST-1868,2024-11-12,420.41,abandoned
CART-13106001,CUST-7254,2025-07-15,438.29,abandoned
CART-44402857,GUEST-100321,2025-03-30,283.05,abandoned
CART-68493204,GUEST-100745,2024-12-26,931.62,converted
CART-37860386,CUST-2002,2024-12-01,862.95,abandoned
CART-81828492,CUST-6682,2025-04-19,1127.9,abandoned
CART-47914508,GUEST-100672,2025-03-20,130.04,converted
CART-41389297,CUST-6906,2024-09-26,3150.43,abandoned
CART-33323435,CUST-6365,2025-08-04,923.15,converted
CART-83396452,GUEST-102224,2025-04-27,1888.74,abandoned
CART-63354667,GUEST-100301,2025-06-10,2261.44,abandoned
CART-02358838,GUEST-102394,2025-04-09,125.93,abandoned
CART-36666463,GUEST-103631,2024-11-19,1466.22,abandoned
CART-17390634,GUEST-101271,2024-10-18,147.29,abandoned
CART-45609815,GUEST-103484,2025-06-30,215.4,abandoned
CART-24926945,CUST-3334,2024-12-22,1186.42,abandoned
